Soil_color,Nitrogen,Phosphorus,Potassium,pH,Crop,Fertilizer,Link
Red,110,55,40,6.5,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,115,55,40,6.5,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,120,55,40,6.5,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,80,60,45,7,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,85,60,45,7,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,90,60,45,7,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,95,60,45,7,Rice,Urea,https://youtu.be/WaWgxSZHiWo
Red,100,60,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip8
Red,105,60,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip9
Red,110,60,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip10
Red,115,60,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip11
Red,120,60,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip12
Red,80,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip13
Red,85,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip14
Red,90,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip15
Red,95,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip16
Red,100,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip17
Red,105,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip18
Red,110,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip19
Red,115,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip20
Red,120,40,60,6,Rice,Urea,https://youtu.be/XtPP-cXCip21
Red,80,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip22
Red,85,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip23
Red,90,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip24
Red,95,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip25
Red,100,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip26
Red,105,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip27
Red,110,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip28
Red,115,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip29
Red,120,45,40,6.5,Rice,Urea,https://youtu.be/XtPP-cXCip30
Red,80,50,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip31
Red,85,50,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip32
Red,90,50,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip33
Red,95,50,45,7,Rice,Urea,https://youtu.be/XtPP-cXCip34
Red,100,50,45,7,Rice,Urea,https://youtu.be/sQwNkYRVxM8
Red,105,50,45,7,Rice,Urea,https://youtu.be/sQwNkYRVxM9
Red,110,50,45,7,Rice,Urea,https://youtu.be/sQwNkYRVxM10
Red,115,50,45,7,Rice,Urea,https://youtu.be/sQwNkYRVxM11
Red,120,50,45,7,Rice,Urea,https://youtu.be/sQwNkYRVxM12
Red,80,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM13
Red,85,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM14
Red,90,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM15
Red,95,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM16
Red,100,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM17
Red,105,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM18
Red,110,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM19
Red,115,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM20
Red,120,55,50,7.5,Rice,Urea,https://youtu.be/sQwNkYRVxM21
Red,80,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM22
Red,85,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM23
Red,90,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM24
Red,95,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM25
Red,100,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM26
Red,105,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM27
Red,110,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM28
Red,115,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM29
Red,120,60,55,6,Rice,Urea,https://youtu.be/sQwNkYRVxM30
Black,40,20,25,6.5,Sorghum,Urea,https://youtu.be/sQwNkYRVxM31
Black,45,20,25,6.5,Sorghum,Urea,https://youtu.be/sQwNkYRVxM32
Black,50,20,25,6.5,Sorghum,Urea,https://youtu.be/sQwNkYRVxM33
Black,55,20,25,6.5,Sorghum,Urea,https://youtu.be/sQwNkYRVxM34
Black,60,20,25,6.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,40,25,30,7,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,45,25,30,7,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,50,25,30,7,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,55,25,30,7,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,60,25,30,7,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,40,30,35,7.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,45,30,35,7.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,50,30,35,7.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,55,30,35,7.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,60,30,35,7.5,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,40,35,40,6,Sorghum,Urea,https://youtu.be/WX51UmdVRok
Black,45,35,40,6,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,50,35,40,6,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,55,35,40,6,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,60,35,40,6,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,40,40,20,6.5,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,45,40,20,6.5,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,50,40,20,6.5,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,55,40,20,6.5,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,60,40,20,6.5,Sorghum,Urea,https://youtu.be/RcLaiAgFzrQ
Black,40,20,30,7,Sorghum,SSP,https://youtu.be/RcLaiAgFzrQ
Black,45,20,30,7,Sorghum,SSP,https://youtu.be/RcLaiAgFzrQ
Black,50,20,30,7,Sorghum,SSP,https://youtu.be/RcLaiAgFzrQ
Black,55,20,30,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,20,30,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,25,35,7.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,25,35,7.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,25,35,7.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,25,35,7.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,25,35,7.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,30,40,6,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,30,40,6,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,30,40,6,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,30,40,6,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,30,40,6,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,35,20,6.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,35,20,6.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,35,20,6.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,35,20,6.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,35,20,6.5,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,40,25,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,40,25,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,40,25,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,40,25,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,40,25,7,Sorghum,SSP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,20,40,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,20,40,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,20,40,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,20,40,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,20,40,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,25,20,6.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,25,20,6.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,25,20,6.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,25,20,6.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,25,20,6.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,30,25,7,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,30,25,7,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,30,25,7,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,30,25,7,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,30,25,7,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,35,30,7.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,35,30,7.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,35,30,7.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,35,30,7.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,35,30,7.5,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,40,40,35,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,45,40,35,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,50,40,35,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,55,40,35,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,60,40,35,6,Sorghum,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,60,120,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,65,125,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,70,130,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,75,135,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,80,140,6.5,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,85,145,7,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,90,150,6,Sugarcane,Urea,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,60,125,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,65,130,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,70,135,6,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,130,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,135,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,140,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,145,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,150,75,140,6.5,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,120,80,145,7,Sugarcane,DAP,https://www.youtube.com/live/vX-DfTU-KbE?feature=share
Black,125,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,130,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,135,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,140,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,145,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,150,80,145,7,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,120,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,125,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,130,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,135,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,140,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,145,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,150,85,150,6,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,120,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,125,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,130,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,135,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,140,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,145,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,150,90,120,6.5,Sugarcane,DAP,https://youtu.be/hxuB66J-3BI
Black,120,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,125,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,130,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,135,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,140,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,145,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,150,60,130,7,Sugarcane,MOP,https://youtu.be/hxuB66J-3BI
Black,120,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,65,135,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,70,140,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,75,145,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,80,150,6,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,85,120,6.5,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,125,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,130,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,135,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,140,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,145,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,150,90,125,7,Sugarcane,MOP,https://youtu.be/VNptnPJt5yo
Black,120,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,125,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,130,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,135,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,140,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,145,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,150,60,135,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,120,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,125,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,130,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,135,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,140,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,145,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,150,65,140,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,120,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,125,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,130,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,135,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,140,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,145,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,150,70,145,7,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,120,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,125,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,130,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,135,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,140,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,145,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,150,75,150,6,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,120,80,120,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
Black,125,80,120,6.5,Sugarcane,Urea,https://youtu.be/VNptnPJt5yo
